dataset_file,algorithm,total_abstracts,total_relevant,total_relevant_in_screening_set,training_size,training_relevant,training_prevalence_estimate,band_selected_by_estimate,selected_screening_cost,selected_recall,selected_all_keys_found,A_screening_cost,A_recall,A_all_keys_found,A_stopped_by_breakout,A_data_cut_met_without_all_keys,A_sensitivity_gain_from_keys,A_keys_missing_at_data_cut,B_screening_cost,B_recall,B_all_keys_found,B_stopped_by_breakout,B_data_cut_met_without_all_keys,B_sensitivity_gain_from_keys,B_keys_missing_at_data_cut,C_screening_cost,C_recall,C_all_keys_found,C_stopped_by_breakout,C_data_cut_met_without_all_keys,C_sensitivity_gain_from_keys,C_keys_missing_at_data_cut
01_Anmarkrudetal__2022__training_78_seed4423_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,92,1,0.09,B,0.44644284572342124,0.9952830188679245,True,0.4656274980015987,0.9952830188679245,True,False,False,,0.0,0.44644284572342124,0.9952830188679245,True,False,False,,0.0,0.35571542765787373,0.9764150943396226,True,False,False,,0
01_Anmarkrudetal__2022__training_79_seed9126_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,89,1,0.12,C,0.4248601119104716,0.9952830188679245,True,0.4632294164668265,0.9952830188679245,True,False,False,,0.0,0.4440447641886491,0.9952830188679245,True,False,False,,0.0,0.4248601119104716,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_64_seed7429_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,93,1,0.08,B,0.4412470023980815,0.9952830188679245,True,0.460431654676259,0.9952830188679245,True,False,False,,0.0,0.4412470023980815,0.9952830188679245,True,False,False,,0.0,0.42206235011990406,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_65_seed5978_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,92,1,0.09,B,0.4460431654676259,0.9952830188679245,True,0.46522781774580335,0.9952830188679245,True,False,False,,0.0,0.4460431654676259,0.9952830188679245,True,False,False,,0.0,0.42685851318944845,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_66_seed2665_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,95,1,0.06,B,0.44684252597921664,0.9952830188679245,True,0.4660271782573941,0.9952830188679245,True,False,False,,0.0,0.44684252597921664,0.9952830188679245,True,False,False,,0.0,0.4276578737010392,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_67_seed6066_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,93,1,0.08,B,0.451638689048761,0.9952830188679245,True,0.4708233413269384,0.9952830188679245,True,False,False,,0.0,0.451638689048761,0.9952830188679245,True,False,False,,0.0,0.4324540367705835,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_68_seed5821_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,92,1,0.09,B,0.4460431654676259,0.9952830188679245,True,0.46522781774580335,0.9952830188679245,True,False,False,,0.0,0.4460431654676259,0.9952830188679245,True,False,False,,0.0,0.42685851318944845,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_69_seed3433_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,93,1,0.08,B,0.43924860111910474,0.9952830188679245,True,0.4584332533972822,0.9952830188679245,True,False,False,,0.0,0.43924860111910474,0.9952830188679245,True,False,False,,0.0,0.42006394884092724,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_70_seed4375_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,91,1,0.1,B,0.45003996802557955,0.9952830188679245,True,0.469224620303757,0.9952830188679245,True,False,False,,0.0,0.45003996802557955,0.9952830188679245,True,False,False,,0.0,0.4308553157474021,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_71_seed1170_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,90,1,0.11,C,0.4260591526778577,0.9952830188679245,True,0.4644284572342126,0.9952830188679245,True,False,False,,0.0,0.44524380495603516,0.9952830188679245,True,False,False,,0.0,0.4260591526778577,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_56_seed751_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,92,1,0.09,B,0.44204636290967225,0.9952830188679245,True,0.4612310151878497,0.9952830188679245,True,False,False,,0.0,0.44204636290967225,0.9952830188679245,True,False,False,,0.0,0.3565147881694644,0.9764150943396226,True,False,False,,0
01_Anmarkrudetal__2022__training_57_seed3734_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,85,1,0.16,C,0.5135891286970423,1.0,True,0.5523581135091926,1.0,True,False,True,0.0047169811320754715,1.0,0.5327737809752199,1.0,True,False,True,0.0047169811320754715,1.0,0.5135891286970423,1.0,True,False,True,0.0047169811320754715,1
01_Anmarkrudetal__2022__training_58_seed4742_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,94,1,0.07,B,0.4504396482813749,0.9952830188679245,True,0.46962430055955234,0.9952830188679245,True,False,False,,0.0,0.4504396482813749,0.9952830188679245,True,False,False,,0.0,0.3577138289368505,0.9764150943396226,True,False,False,,0
01_Anmarkrudetal__2022__training_59_seed1308_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,85,1,0.16,C,0.42326139088729015,0.9952830188679245,True,0.46203037569944044,0.9952830188679245,True,False,False,,0.0,0.44244604316546765,0.9952830188679245,True,False,False,,0.0,0.42326139088729015,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_60_seed3815_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,93,1,0.08,B,0.5287769784172662,1.0,True,0.5479616306954437,1.0,True,False,True,0.0047169811320754715,1.0,0.5287769784172662,1.0,True,False,True,0.0047169811320754715,1.0,0.5095923261390888,1.0,True,False,True,0.0047169811320754715,1
01_Anmarkrudetal__2022__training_61_seed1655_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,92,1,0.09,B,0.4444444444444444,0.9952830188679245,True,0.4636290967226219,0.9952830188679245,True,False,False,,0.0,0.4444444444444444,0.9952830188679245,True,False,False,,0.0,0.3569144684252598,0.9764150943396226,True,False,False,,0
01_Anmarkrudetal__2022__training_62_seed6228_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,93,1,0.08,B,0.44844124700239807,0.9952830188679245,True,0.4676258992805755,0.9952830188679245,True,False,False,,0.0,0.44844124700239807,0.9952830188679245,True,False,False,,0.0,0.4292565947242206,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_63_seed4555_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,89,1,0.12,C,0.42206235011990406,0.9952830188679245,True,0.460431654676259,0.9952830188679245,True,False,False,,0.0,0.4412470023980815,0.9952830188679245,True,False,False,,0.0,0.42206235011990406,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_96_seed2341_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,84,1,0.17,C,0.4184652278177458,0.9952830188679245,True,0.4572342126298961,0.9952830188679245,True,False,False,,0.0,0.43764988009592326,0.9952830188679245,True,False,False,,0.0,0.4184652278177458,0.9952830188679245,True,False,True,0.009433962264150943,2
01_Anmarkrudetal__2022__training_97_seed4340_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,96,1,0.05,A,0.4644284572342126,0.9952830188679245,True,0.4644284572342126,0.9952830188679245,True,False,False,,0.0,0.44524380495603516,0.9952830188679245,True,False,False,,0.0,0.4260591526778577,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_98_seed2288_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,94,1,0.07,B,0.4404476418864908,0.9952830188679245,True,0.4596322941646683,0.9952830188679245,True,False,False,,0.0,0.4404476418864908,0.9952830188679245,True,False,False,,0.0,0.4212629896083134,0.9952830188679245,True,False,False,,0
01_Anmarkrudetal__2022__training_99_seed4041_LR_SBERT_complete_results_key1.csv,LR_SBERT,2502,212,211,97,1,0.04,A,0.4672262190247802,0.9952830188679245,True,0.4672262190247802,0.9952830188679245,True,False,False,,0.0,0.4480415667466027,0.9952830188679245,True,False,False,,0.0,0.3609112709832134,0.9764150943396226,True,False,False,,0
"03_Capparozzaetal_,_2023__training_01_seed8831_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,94,1,0.07,B,0.6777650210486031,0.9941520467836257,True,0.6972828166858017,0.9941520467836257,True,False,False,,0.0,0.6777650210486031,0.9941520467836257,True,False,False,,0.0,0.3784921546115576,0.8888888888888888,True,False,False,,0
"03_Capparozzaetal_,_2023__training_02_seed4305_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,95,1,0.06,B,0.6754688097971681,0.9941520467836257,True,0.6949866054343666,0.9941520467836257,True,False,False,,0.0,0.6754688097971681,0.9941520467836257,True,False,False,,0.0,0.3685419058553387,0.8888888888888888,True,False,False,,0
"03_Capparozzaetal_,_2023__training_03_seed9578_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,96,1,0.05,A,0.6915422885572139,0.9941520467836257,True,0.6915422885572139,0.9941520467836257,True,False,False,,0.0,0.6720244929200153,0.9941520467836257,True,False,False,,0.0,0.6211251435132032,0.9883040935672515,True,False,True,0.005847953216374269,1
"03_Capparozzaetal_,_2023__training_04_seed7020_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,100,1,0.01,A,0.6972828166858017,0.9941520467836257,True,0.6972828166858017,0.9941520467836257,True,False,False,,0.0,0.6781477229238423,0.9941520467836257,True,False,False,,0.0,0.42709529276693453,0.9122807017543859,True,False,False,,0
"03_Capparozzaetal_,_2023__training_05_seed9561_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,97,1,0.04,A,0.6915422885572139,0.9941520467836257,True,0.6915422885572139,0.9941520467836257,True,False,False,,0.0,0.6720244929200153,0.9941520467836257,True,False,False,,0.0,0.38997321086873327,0.9005847953216374,True,False,False,,0
"03_Capparozzaetal_,_2023__training_06_seed6544_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,94,1,0.07,B,0.6727898966704937,0.9941520467836257,True,0.6923076923076923,0.9941520467836257,True,False,False,,0.0,0.6727898966704937,0.9941520467836257,True,False,False,,0.0,0.5300420972062763,0.9649122807017544,True,False,False,,0
"03_Capparozzaetal_,_2023__training_07_seed5931_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,95,1,0.06,B,0.6758515116724072,0.9941520467836257,True,0.6953693073096058,0.9941520467836257,True,False,False,,0.0,0.6758515116724072,0.9941520467836257,True,False,True,0.005847953216374269,1.0,0.5663987753539992,0.9766081871345029,True,False,True,0.005847953216374269,1
"03_Capparozzaetal_,_2023__training_08_seed3594_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,95,1,0.06,B,0.6754688097971681,0.9941520467836257,True,0.6949866054343666,0.9941520467836257,True,False,False,,0.0,0.6754688097971681,0.9941520467836257,True,False,False,,0.0,0.5568312284730195,0.9766081871345029,True,False,False,,0
"03_Capparozzaetal_,_2023__training_09_seed2267_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,100,1,0.01,A,0.6969001148105626,0.9941520467836257,True,0.6969001148105626,0.9941520467836257,True,False,False,,0.0,0.6777650210486031,0.9941520467836257,True,False,False,,0.0,0.4936854190585534,0.9532163742690059,True,False,False,,0
"03_Capparozzaetal_,_2023__training_100_seed1105_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,97,1,0.04,A,0.697665518561041,0.9941520467836257,True,0.697665518561041,0.9941520467836257,True,False,False,,0.0,0.6781477229238423,0.9941520467836257,True,False,False,,0.0,0.3945656333716035,0.9005847953216374,True,False,False,,0
"03_Capparozzaetal_,_2023__training_10_seed8349_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,97,1,0.04,A,0.6900114810562572,0.9941520467836257,True,0.6900114810562572,0.9941520467836257,True,False,False,,0.0,0.6704936854190585,0.9941520467836257,True,False,False,,0.0,0.4182931496364332,0.9122807017543859,True,False,False,,0
"03_Capparozzaetal_,_2023__training_11_seed8086_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,93,1,0.08,B,0.6704936854190585,0.9941520467836257,True,0.6900114810562572,0.9941520467836257,True,False,False,,0.0,0.6704936854190585,0.9941520467836257,True,False,False,,0.0,0.41025641025641024,0.9122807017543859,True,False,False,,0
"03_Capparozzaetal_,_2023__training_28_seed1877_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,93,1,0.08,B,0.39724454649827784,0.9005847953216374,True,0.6942212016838882,0.9941520467836257,True,False,False,,0.0,0.39724454649827784,0.9005847953216374,True,False,False,,0.0,0.3781094527363184,0.9005847953216374,True,False,False,,0
"03_Capparozzaetal_,_2023__training_29_seed8798_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,96,1,0.05,A,0.6930730960581707,0.9941520467836257,True,0.6930730960581707,0.9941520467836257,True,False,False,,0.0,0.6735553004209721,0.9941520467836257,True,False,False,,0.0,0.4940681209337926,0.9532163742690059,True,False,False,,0
"03_Capparozzaetal_,_2023__training_30_seed4372_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,99,1,0.02,A,0.6915422885572139,0.9941520467836257,True,0.6915422885572139,0.9941520467836257,True,False,False,,0.0,0.6724071947952545,0.9941520467836257,True,False,False,,0.0,0.42365097588978184,0.9122807017543859,True,False,False,,0
"03_Capparozzaetal_,_2023__training_31_seed5574_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,96,1,0.05,A,0.6540375047837734,0.9941520467836257,True,0.6540375047837734,0.9941520467836257,True,False,False,,0.0,0.44163796402602373,0.9298245614035088,True,False,False,,0.0,0.4225028702640643,0.9298245614035088,True,False,False,,0
"03_Capparozzaetal_,_2023__training_32_seed1828_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,96,1,0.05,A,0.6946039035591275,0.9941520467836257,True,0.6946039035591275,0.9941520467836257,True,False,False,,0.0,0.6750861079219288,0.9941520467836257,True,False,False,,0.0,0.5560658247225412,0.9766081871345029,True,False,False,,0
"03_Capparozzaetal_,_2023__training_33_seed4809_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,94,1,0.07,B,0.6716417910447762,0.9941520467836257,True,0.6911595866819747,0.9941520467836257,True,False,False,,0.0,0.6716417910447762,0.9941520467836257,True,False,False,,0.0,0.4228855721393035,0.9122807017543859,True,False,False,,0
"03_Capparozzaetal_,_2023__training_34_seed7124_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,94,1,0.07,B,0.6747034060466897,0.9941520467836257,True,0.6942212016838882,0.9941520467836257,True,False,False,,0.0,0.6747034060466897,0.9941520467836257,True,False,False,,0.0,0.3922694221201684,0.9064327485380117,True,False,False,,0
"03_Capparozzaetal_,_2023__training_35_seed2592_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,94,1,0.07,B,0.6762342135476463,0.9941520467836257,True,0.695752009184845,0.9941520467836257,True,False,False,,0.0,0.6762342135476463,0.9941520467836257,True,False,False,,0.0,0.6570991197856869,0.9941520467836257,True,False,True,0.005847953216374269,1
"03_Capparozzaetal_,_2023__training_20_seed6305_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,95,1,0.06,B,0.6727898966704937,0.9941520467836257,True,0.6923076923076923,0.9941520467836257,True,False,False,,0.0,0.6727898966704937,0.9941520467836257,True,False,False,,0.0,0.4852659778032912,0.9532163742690059,True,False,False,,0
"03_Capparozzaetal_,_2023__training_21_seed6253_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,92,1,0.09,B,0.6727898966704937,0.9941520467836257,True,0.6919249904324531,0.9941520467836257,True,False,False,,0.0,0.6727898966704937,0.9941520467836257,True,False,False,,0.0,0.48756218905472637,0.9532163742690059,True,False,True,0.017543859649122806,3
"03_Capparozzaetal_,_2023__training_22_seed9764_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,93,1,0.08,B,0.6697282816685802,0.9941520467836257,True,0.6892460773057788,0.9941520467836257,True,False,False,,0.0,0.6697282816685802,0.9941520467836257,True,False,False,,0.0,0.616532721010333,0.9883040935672515,True,False,True,0.005847953216374269,1
"03_Capparozzaetal_,_2023__training_23_seed7669_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,98,1,0.03,A,0.6988136241867585,0.9941520467836257,True,0.6988136241867585,0.9941520467836257,True,False,False,,0.0,0.6792958285495599,0.9941520467836257,True,False,False,,0.0,0.5545350172215844,0.9766081871345029,True,False,False,,0
"03_Capparozzaetal_,_2023__training_24_seed8670_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,97,1,0.04,A,0.697665518561041,0.9941520467836257,True,0.697665518561041,0.9941520467836257,True,False,False,,0.0,0.6781477229238423,0.9941520467836257,True,False,False,,0.0,0.3784921546115576,0.8888888888888888,True,False,False,,0
"03_Capparozzaetal_,_2023__training_25_seed4120_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,88,1,0.13,C,0.4933027171833142,0.9590643274853801,True,0.6911595866819747,0.9941520467836257,True,False,False,,0.0,0.6720244929200153,0.9941520467836257,True,False,False,,0.0,0.4933027171833142,0.9590643274853801,True,False,False,,0
"03_Capparozzaetal_,_2023__training_26_seed9065_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,95,1,0.06,B,0.6743207041714504,0.9941520467836257,True,0.6938384998086491,0.9941520467836257,True,False,False,,0.0,0.6743207041714504,0.9941520467836257,True,False,False,,0.0,0.5296593953310371,0.9649122807017544,True,False,True,0.005847953216374269,1
"03_Capparozzaetal_,_2023__training_27_seed189_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,96,1,0.05,A,0.6934557979334098,0.9941520467836257,True,0.6934557979334098,0.9941520467836257,True,False,False,,0.0,0.6739380022962113,0.9941520467836257,True,False,False,,0.0,0.42058936088786836,0.9122807017543859,True,False,False,,0
"03_Capparozzaetal_,_2023__training_12_seed1490_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,95,1,0.06,B,0.6716417910447762,0.9941520467836257,True,0.6911595866819747,0.9941520467836257,True,False,False,,0.0,0.6716417910447762,0.9941520467836257,True,False,False,,0.0,0.616532721010333,0.9883040935672515,True,False,False,,0
"03_Capparozzaetal_,_2023__training_13_seed772_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,95,1,0.06,B,0.6762342135476463,0.9941520467836257,True,0.695752009184845,0.9941520467836257,True,False,False,,0.0,0.6762342135476463,0.9941520467836257,True,False,False,,0.0,0.56601607347876,0.9766081871345029,True,False,True,0.005847953216374269,1
"03_Capparozzaetal_,_2023__training_14_seed1797_LR_SBERT_complete_results_key1.csv",LR_SBERT,2613,171,170,97,1,0.04,A,0.6861844623038653,0.9941520467836257,True,0.6861844623038653,0.9941520467836257,True,False,False,,0.0,0.6666666666666666,0.9941520467836257,True,False,False,,0.0,0.5124378109452736,0.9649122807017544,True,False,False,,0
